x1	y1	x2	y2			
1.6839993	9.905153	2.345533	0.14609993			
4.148158	1.2082952	9.857284	0.32649457			
4.7907743	1.2445879	9.857284	0.32649457			
8.738472	2.4518304	9.857284	0.32649457			
2.0068984	0.035172105	2.1759205	0.38505077			
2.0068984	0.035172105	1.0217273	0.5504775			
9.534422	0.02661705	8.120027	0.5913323			
9.857284	0.32649457	8.120027	0.5913323			
9.857284	0.32649457	9.4511595	0.723685			
4.7907743	1.2445879	9.4511595	0.723685			
2.0068984	0.035172105	2.1320395	0.803625			
1.8772095	5.1949587	2.1320395	0.803625			
4.7907743	1.2445879	6.122055	1.1037982			
2.0068984	0.035172105	1.3454342	1.1270589			
2.345533	0.14609993	4.148158	1.2082952			
9.857284	0.32649457	4.148158	1.2082952			
4.815436	0.4956287	4.148158	1.2082952			
3.6652672	2.2435732	4.148158	1.2082952			
8.738472	2.4518304	4.148158	1.2082952			
4.1710324	3.517102	4.148158	1.2082952			
3.4682703	5.209947	4.148158	1.2082952			
7.389741	5.8858232	4.148158	1.2082952			
1.6839993	9.905153	4.148158	1.2082952			
9.4511595	0.723685	4.7907743	1.2445879			
8.738472	2.4518304	4.7907743	1.2445879			
2.345533	0.14609993	2.5257092	1.3549423			
2.661076	5.688595	2.5257092	1.3549423			
1.6839993	9.905153	2.5257092	1.3549423			
8.738472	2.4518304	9.61587	1.6574562			
2.5257092	1.3549423	2.9555564	2.0703812			
4.148158	1.2082952	5.783095	2.0996575			
6.5114937	3.2817297	5.783095	2.0996575			
7.389741	5.8858232	5.783095	2.0996575			
2.345533	0.14609993	3.6652672	2.2435732			
2.5257092	1.3549423	3.6652672	2.2435732			
1.6839993	9.905153	3.6652672	2.2435732			
9.857284	0.32649457	8.738472	2.4518304			
9.4511595	0.723685	8.738472	2.4518304			
6.122055	1.1037982	8.738472	2.4518304			
4.148158	1.2082952	8.738472	2.4518304			
5.783095	2.0996575	8.738472	2.4518304			
9.345869	3.4196925	8.738472	2.4518304			
7.389741	5.8858232	8.738472	2.4518304			
8.660317	6.095407	8.738472	2.4518304			
9.309748	6.4887342	8.738472	2.4518304			
9.745382	9.655601	8.738472	2.4518304			
8.738472	2.4518304	6.5114937	3.2817297			
9.61587	1.6574562	9.345869	3.4196925			
8.738472	2.4518304	9.345869	3.4196925			
9.309748	6.4887342	9.345869	3.4196925			
5.4741383	4.546165	4.1710324	3.517102			
4.8015347	5.229248	4.1710324	3.517102			
4.497667	6.4485264	4.1710324	3.517102			
1.6839993	9.905153	0.24625361	3.5601835			
2.0068984	0.035172105	1.835013	3.7177224			
1.3454342	1.1270589	1.835013	3.7177224			
0.24625361	3.5601835	1.835013	3.7177224			
4.148158	1.2082952	6.4845963	3.9413655			
2.6443815	6.679104	3.3733172	4.080916			
1.6839993	9.905153	3.3733172	4.080916			
0.24625361	3.5601835	1.4361811	4.098081			
9.309748	6.4887342	9.407344	4.3014364			
1.7523354	9.606427	2.2279234	4.4670196			
1.6839993	9.905153	2.2279234	4.4670196			
4.148158	1.2082952	5.4741383	4.546165			
4.1710324	3.517102	5.4741383	4.546165			
4.497667	6.4485264	5.4741383	4.546165			
4.148158	1.2082952	5.9612823	4.5637555			
6.6608644	6.1791697	5.9612823	4.5637555			
7.077326	7.189748	5.9612823	4.5637555			
3.4682703	5.209947	3.8138347	5.071868			
6.0654125	6.150329	6.0722847	5.1002455			
1.6839993	9.905153	1.8772095	5.1949587			
4.148158	1.2082952	3.4682703	5.209947			
3.3733172	4.080916	3.4682703	5.209947			
3.6467743	7.4348803	3.4682703	5.209947			
2.518199	7.953578	3.4682703	5.209947			
3.3229918	8.365402	3.4682703	5.209947			
2.3715396	9.133831	3.4682703	5.209947			
1.6839993	9.905153	3.4682703	5.209947			
5.4741383	4.546165	4.8015347	5.229248			
9.345869	3.4196925	9.992172	5.262677			
9.407344	4.3014364	9.992172	5.262677			
2.5257092	1.3549423	2.661076	5.688595			
2.9555564	2.0703812	2.661076	5.688595			
3.6652672	2.2435732	2.661076	5.688595			
2.2279234	4.4670196	2.661076	5.688595			
4.148158	1.2082952	7.389741	5.8858232			
5.783095	2.0996575	7.389741	5.8858232			
8.738472	2.4518304	7.389741	5.8858232			
6.4845963	3.9413655	7.389741	5.8858232			
5.9612823	4.5637555	7.389741	5.8858232			
6.6608644	6.1791697	7.389741	5.8858232			
8.18535	9.083229	7.389741	5.8858232			
9.745382	9.655601	8.660317	6.095407			
9.126251	9.8186865	8.660317	6.095407			
6.5038834	7.801979	6.0654125	6.150329			
7.389741	5.8858232	6.6608644	6.1791697			
7.077326	7.189748	6.6608644	6.1791697			
5.4741383	4.546165	4.497667	6.4485264			
9.345869	3.4196925	9.309748	6.4887342			
9.992172	5.262677	9.309748	6.4887342			
9.745382	9.655601	9.309748	6.4887342			
3.4682703	5.209947	2.6443815	6.679104			
8.660317	6.095407	9.282214	6.8769903			
0.24625361	3.5601835	0.66197574	7.05846			
2.3715396	9.133831	3.2497125	7.0992637			
9.745382	9.655601	9.6036415	7.1511297			
5.9612823	4.5637555	7.077326	7.189748			
6.0722847	5.1002455	7.077326	7.189748			
7.389741	5.8858232	7.077326	7.189748			
6.5038834	7.801979	7.077326	7.189748			
3.8138347	5.071868	3.6467743	7.4348803			
0.24625361	3.5601835	1.4445043	7.485688			
6.5038834	7.801979	6.8026066	7.5376396			
6.0722847	5.1002455	6.5038834	7.801979			
2.3715396	9.133831	2.518199	7.953578			
3.4682703	5.209947	3.3229918	8.365402			
3.2497125	7.0992637	3.3229918	8.365402			
8.738472	2.4518304	8.18535	9.083229			
3.4682703	5.209947	2.3715396	9.133831			
3.3229918	8.365402	2.3715396	9.133831			
2.661076	5.688595	1.7523354	9.606427			
8.738472	2.4518304	9.745382	9.655601			
8.660317	6.095407	9.745382	9.655601			
9.282214	6.8769903	9.745382	9.655601			
9.745382	9.655601	9.126251	9.8186865			
2.0068984	0.035172105	1.6839993	9.905153			
2.345533	0.14609993	1.6839993	9.905153			
2.1759205	0.38505077	1.6839993	9.905153			
2.1320395	0.803625	1.6839993	9.905153			
4.148158	1.2082952	1.6839993	9.905153			
2.5257092	1.3549423	1.6839993	9.905153			
3.6652672	2.2435732	1.6839993	9.905153			
0.24625361	3.5601835	1.6839993	9.905153			
1.835013	3.7177224	1.6839993	9.905153			
1.4361811	4.098081	1.6839993	9.905153			
3.4682703	5.209947	1.6839993	9.905153			
2.661076	5.688595	1.6839993	9.905153			
1.4445043	7.485688	1.6839993	9.905153			
3.3229918	8.365402	1.6839993	9.905153			
2.3715396	9.133831	1.6839993	9.905153			
9.857284	0.32649457	9.534422	0.02661705			
8.120027	0.5913323	9.534422	0.02661705			
2.345533	0.14609993	2.0068984	0.035172105			
9.534422	0.02661705	8.832172	0.051580667			
8.120027	0.5913323	8.832172	0.051580667			
4.148158	1.2082952	2.345533	0.14609993			
4.815436	0.4956287	3.3097105	0.18206239			
4.148158	1.2082952	3.3097105	0.18206239			
2.0068984	0.035172105	1.3691354	0.25194108			
1.0217273	0.5504775	1.3691354	0.25194108			
9.857284	0.32649457	9.597727	0.37622035			
9.4511595	0.723685	9.597727	0.37622035			
4.7907743	1.2445879	9.597727	0.37622035			
2.345533	0.14609993	2.1759205	0.38505077			
1.6839993	9.905153	2.1759205	0.38505077			
4.148158	1.2082952	4.815436	0.4956287			
1.3454342	1.1270589	1.0217273	0.5504775			
4.148158	1.2082952	8.120027	0.5913323			
8.738472	2.4518304	9.4511595	0.723685			
2.1759205	0.38505077	2.1320395	0.803625			
1.6839993	9.905153	2.1320395	0.803625			
9.4511595	0.723685	6.122055	1.1037982			
8.738472	2.4518304	6.122055	1.1037982			
1.835013	3.7177224	1.3454342	1.1270589			
9.857284	0.32649457	4.7907743	1.2445879			
4.148158	1.2082952	4.7907743	1.2445879			
3.6652672	2.2435732	2.5257092	1.3549423			
6.122055	1.1037982	6.1364784	1.497581			
4.7907743	1.2445879	6.1364784	1.497581			
8.738472	2.4518304	6.1364784	1.497581			
9.345869	3.4196925	9.61587	1.6574562			
1.3454342	1.1270589	0.32706976	1.6871548			
1.835013	3.7177224	0.32706976	1.6871548			
9.857284	0.32649457	9.286373	1.7212939			
8.738472	2.4518304	9.286373	1.7212939			
3.6652672	2.2435732	2.9555564	2.0703812			
2.661076	5.688595	2.9555564	2.0703812			
8.738472	2.4518304	5.783095	2.0996575			
9.61587	1.6574562	9.258021	2.2232752			
8.738472	2.4518304	9.258021	2.2232752			
9.345869	3.4196925	9.258021	2.2232752			
4.148158	1.2082952	3.6652672	2.2435732			
5.783095	2.0996575	6.593398	3.0829465			
8.738472	2.4518304	6.593398	3.0829465			
6.5114937	3.2817297	6.593398	3.0829465			
4.148158	1.2082952	4.854674	3.2437057			
4.1710324	3.517102	4.854674	3.2437057			
5.4741383	4.546165	4.854674	3.2437057			
5.783095	2.0996575	6.5114937	3.2817297			
7.389741	5.8858232	6.5114937	3.2817297			
8.738472	2.4518304	8.971436	3.303734			
9.345869	3.4196925	8.971436	3.303734			
9.309748	6.4887342	8.971436	3.303734			
4.148158	1.2082952	3.542242	3.3397646			
3.6652672	2.2435732	3.542242	3.3397646			
1.6839993	9.905153	3.542242	3.3397646			
2.5257092	1.3549423	2.7889996	3.4564447			
2.9555564	2.0703812	2.7889996	3.4564447			
2.661076	5.688595	2.7889996	3.4564447			
4.148158	1.2082952	4.1710324	3.517102			
1.835013	3.7177224	0.24625361	3.5601835			
1.6839993	9.905153	1.835013	3.7177224			
5.783095	2.0996575	6.4845963	3.9413655			
7.389741	5.8858232	6.4845963	3.9413655			
4.148158	1.2082952	3.3733172	4.080916			
3.4682703	5.209947	3.3733172	4.080916			
1.835013	3.7177224	1.4361811	4.098081			
1.6839993	9.905153	1.4361811	4.098081			
9.345869	3.4196925	9.407344	4.3014364			
9.992172	5.262677	9.407344	4.3014364			
4.1710324	3.517102	5.21965	4.3694334			
5.4741383	4.546165	5.21965	4.3694334			
4.8015347	5.229248	5.21965	4.3694334			
2.5257092	1.3549423	2.2279234	4.4670196			
2.661076	5.688595	2.2279234	4.4670196			
5.9612823	4.5637555	5.4741383	4.546165			
7.389741	5.8858232	5.9612823	4.5637555			
2.345533	0.14609993	2.0750368	4.7335253			
2.5257092	1.3549423	2.0750368	4.7335253			
1.6839993	9.905153	2.0750368	4.7335253			
0.24625361	3.5601835	0.35153925	4.798281			
0.66197574	7.05846	0.35153925	4.798281			
4.148158	1.2082952	6.7657843	4.8707604			
6.4845963	3.9413655	6.7657843	4.8707604			
7.389741	5.8858232	6.7657843	4.8707604			
4.148158	1.2082952	3.8138347	5.071868			
5.9612823	4.5637555	6.0722847	5.1002455			
7.077326	7.189748	6.0722847	5.1002455			
2.0068984	0.035172105	1.8772095	5.1949587			
2.1320395	0.803625	1.8772095	5.1949587			
4.1710324	3.517102	4.8015347	5.229248			
4.497667	6.4485264	4.8015347	5.229248			
9.309748	6.4887342	9.992172	5.262677			
2.2279234	4.4670196	2.2624784	5.4043655			
2.661076	5.688595	2.2624784	5.4043655			
1.7523354	9.606427	2.2624784	5.4043655			
5.9612823	4.5637555	6.494911	5.49615			
7.389741	5.8858232	6.494911	5.49615			
6.6608644	6.1791697	6.494911	5.49615			
3.3733172	4.080916	3.160615	5.6182			
3.4682703	5.209947	3.160615	5.6182			
2.6443815	6.679104	3.160615	5.6182			
1.6839993	9.905153	2.661076	5.688595			
3.8138347	5.071868	3.756429	5.747944			
3.4682703	5.209947	3.756429	5.747944			
3.6467743	7.4348803	3.756429	5.747944			
7.389741	5.8858232	7.238367	6.069993			
6.6608644	6.1791697	7.238367	6.069993			
7.077326	7.189748	7.238367	6.069993			
8.738472	2.4518304	8.660317	6.095407			
6.0722847	5.1002455	6.0654125	6.150329			
5.9612823	4.5637555	6.6608644	6.1791697			
9.407344	4.3014364	9.46078	6.205485			
9.992172	5.262677	9.46078	6.205485			
9.309748	6.4887342	9.46078	6.205485			
4.1710324	3.517102	4.497667	6.4485264			
8.738472	2.4518304	9.309748	6.4887342			
8.738472	2.4518304	7.9749393	6.4911036			
7.389741	5.8858232	7.9749393	6.4911036			
8.18535	9.083229	7.9749393	6.4911036			
5.4741383	4.546165	5.3390713	6.5827413			
4.497667	6.4485264	5.3390713	6.5827413			
3.3733172	4.080916	2.6443815	6.679104			
1.6839993	9.905153	2.6443815	6.679104			
8.738472	2.4518304	9.282214	6.8769903			
9.745382	9.655601	9.282214	6.8769903			
3.4682703	5.209947	2.952751	7.039294			
2.518199	7.953578	2.952751	7.039294			
2.3715396	9.133831	2.952751	7.039294			
1.6839993	9.905153	0.66197574	7.05846			
9.6036415	7.1511297	9.757432	7.0653477			
9.745382	9.655601	9.757432	7.0653477			
3.4682703	5.209947	3.2497125	7.0992637			
3.3229918	8.365402	3.2497125	7.0992637			
9.309748	6.4887342	9.6036415	7.1511297			
0.24625361	3.5601835	1.3236552	7.2739677			
1.4445043	7.485688	1.3236552	7.2739677			
1.6839993	9.905153	1.3236552	7.2739677			
6.0722847	5.1002455	6.388546	7.3283243			
6.0654125	6.150329	6.388546	7.3283243			
6.5038834	7.801979	6.388546	7.3283243			
3.4682703	5.209947	3.6467743	7.4348803			
1.4361811	4.098081	1.4445043	7.485688			
1.6839993	9.905153	1.4445043	7.485688			
7.077326	7.189748	6.8026066	7.5376396			
7.077326	7.189748	6.5038834	7.801979			
3.4682703	5.209947	2.518199	7.953578			
1.6839993	9.905153	2.518199	7.953578			
8.660317	6.095407	9.425121	8.007821			
9.282214	6.8769903	9.425121	8.007821			
9.745382	9.655601	9.425121	8.007821			
2.1320395	0.803625	1.7606646	8.077294			
1.8772095	5.1949587	1.7606646	8.077294			
1.6839993	9.905153	1.7606646	8.077294			
1.6839993	9.905153	3.3229918	8.365402			
3.2497125	7.0992637	2.8150475	8.412654			
3.3229918	8.365402	2.8150475	8.412654			
2.3715396	9.133831	2.8150475	8.412654			
1.6839993	9.905153	0.36108613	8.522375			
6.8026066	7.5376396	6.6709146	8.786461			
6.5038834	7.801979	6.6709146	8.786461			
0.36108613	8.522375	0.058466196	9.010395			
7.389741	5.8858232	8.18535	9.083229			
1.6839993	9.905153	2.3715396	9.133831			
8.660317	6.095407	9.622626	9.588483			
9.745382	9.655601	9.622626	9.588483			
9.126251	9.8186865	9.622626	9.588483			
2.2279234	4.4670196	1.7523354	9.606427			
1.6839993	9.905153	1.7523354	9.606427			
3.4682703	5.209947	3.4634895	9.745597			
3.3229918	8.365402	3.4634895	9.745597			
8.660317	6.095407	9.126251	9.8186865			
